"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"578",578,"BLUEFISHATLC","Bluefish Atlantic Coast",1994,0.5149243,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"579",579,"BLUEFISHATLC","Bluefish Atlantic Coast",1995,0.507075557,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"580",580,"BLUEFISHATLC","Bluefish Atlantic Coast",1996,0.478386737,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"581",581,"BLUEFISHATLC","Bluefish Atlantic Coast",1997,0.474475851,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"582",582,"BLUEFISHATLC","Bluefish Atlantic Coast",1998,0.53931564,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"583",583,"BLUEFISHATLC","Bluefish Atlantic Coast",1999,0.57829863,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"584",584,"BLUEFISHATLC","Bluefish Atlantic Coast",2000,0.664374078,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"585",585,"BLUEFISHATLC","Bluefish Atlantic Coast",2001,0.708625526,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"586",586,"BLUEFISHATLC","Bluefish Atlantic Coast",2002,0.645475959,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"587",587,"BLUEFISHATLC","Bluefish Atlantic Coast",2003,0.666109253,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"588",588,"BLUEFISHATLC","Bluefish Atlantic Coast",2004,0.718074586,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"589",589,"BLUEFISHATLC","Bluefish Atlantic Coast",2005,0.786762326,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"590",590,"BLUEFISHATLC","Bluefish Atlantic Coast",2006,0.675081814,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"591",591,"BLUEFISHATLC","Bluefish Atlantic Coast",2007,0.648370914,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"592",592,"BLUEFISHATLC","Bluefish Atlantic Coast",2008,0.790259647,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"593",593,"BLUEFISHATLC","Bluefish Atlantic Coast",2009,0.696335455,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"594",594,"BLUEFISHATLC","Bluefish Atlantic Coast",2010,0.743994318,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"595",595,"BLUEFISHATLC","Bluefish Atlantic Coast",2011,0.73540835,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"596",596,"BLUEFISHATLC","Bluefish Atlantic Coast",2012,0.773735031,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"597",597,"BLUEFISHATLC","Bluefish Atlantic Coast",2013,0.822526702,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"598",598,"BLUEFISHATLC","Bluefish Atlantic Coast",2014,0.777987557,"B/Bmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"599",599,"BMARLINATL","Blue marlin Atlantic",1956,2,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"600",600,"BMARLINATL","Blue marlin Atlantic",1957,2,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"601",601,"BMARLINATL","Blue marlin Atlantic",1958,1.97,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"602",602,"BMARLINATL","Blue marlin Atlantic",1959,1.95,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"603",603,"BMARLINATL","Blue marlin Atlantic",1960,1.94,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"604",604,"BMARLINATL","Blue marlin Atlantic",1961,1.85,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"605",605,"BMARLINATL","Blue marlin Atlantic",1962,1.74,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"606",606,"BMARLINATL","Blue marlin Atlantic",1963,1.53,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"607",607,"BMARLINATL","Blue marlin Atlantic",1964,1.27,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"608",608,"BMARLINATL","Blue marlin Atlantic",1965,1.06,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"609",609,"BMARLINATL","Blue marlin Atlantic",1966,0.91,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"610",610,"BMARLINATL","Blue marlin Atlantic",1967,0.86,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"611",611,"BMARLINATL","Blue marlin Atlantic",1968,0.88,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"612",612,"BMARLINATL","Blue marlin Atlantic",1969,0.89,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"613",613,"BMARLINATL","Blue marlin Atlantic",1970,0.87,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"614",614,"BMARLINATL","Blue marlin Atlantic",1971,0.87,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"615",615,"BMARLINATL","Blue marlin Atlantic",1972,0.84,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"616",616,"BMARLINATL","Blue marlin Atlantic",1973,0.86,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"617",617,"BMARLINATL","Blue marlin Atlantic",1974,0.84,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"618",618,"BMARLINATL","Blue marlin Atlantic",1975,0.82,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"619",619,"BMARLINATL","Blue marlin Atlantic",1976,0.8,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"620",620,"BMARLINATL","Blue marlin Atlantic",1977,0.81,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"621",621,"BMARLINATL","Blue marlin Atlantic",1978,0.84,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"622",622,"BMARLINATL","Blue marlin Atlantic",1979,0.9,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"623",623,"BMARLINATL","Blue marlin Atlantic",1980,1,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"624",624,"BMARLINATL","Blue marlin Atlantic",1981,1.09,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"625",625,"BMARLINATL","Blue marlin Atlantic",1982,1.18,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"626",626,"BMARLINATL","Blue marlin Atlantic",1983,1.23,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"627",627,"BMARLINATL","Blue marlin Atlantic",1984,1.27,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"628",628,"BMARLINATL","Blue marlin Atlantic",1985,1.29,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"629",629,"BMARLINATL","Blue marlin Atlantic",1986,1.29,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"630",630,"BMARLINATL","Blue marlin Atlantic",1987,1.35,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"631",631,"BMARLINATL","Blue marlin Atlantic",1988,1.41,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"632",632,"BMARLINATL","Blue marlin Atlantic",1989,1.44,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"633",633,"BMARLINATL","Blue marlin Atlantic",1990,1.38,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"634",634,"BMARLINATL","Blue marlin Atlantic",1991,1.32,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"635",635,"BMARLINATL","Blue marlin Atlantic",1992,1.28,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"636",636,"BMARLINATL","Blue marlin Atlantic",1993,1.33,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"637",637,"BMARLINATL","Blue marlin Atlantic",1994,1.36,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"638",638,"BMARLINATL","Blue marlin Atlantic",1995,1.31,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"639",639,"BMARLINATL","Blue marlin Atlantic",1996,1.28,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"640",640,"BMARLINATL","Blue marlin Atlantic",1997,1.17,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"641",641,"BMARLINATL","Blue marlin Atlantic",1998,1.04,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"642",642,"BMARLINATL","Blue marlin Atlantic",1999,0.91,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"643",643,"BMARLINATL","Blue marlin Atlantic",2000,0.81,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"644",644,"BMARLINATL","Blue marlin Atlantic",2001,0.71,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"645",645,"BMARLINATL","Blue marlin Atlantic",2002,0.66,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"646",646,"BMARLINATL","Blue marlin Atlantic",2003,0.65,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"647",647,"BMARLINATL","Blue marlin Atlantic",2004,0.6,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"648",648,"BMARLINATL","Blue marlin Atlantic",2005,0.62,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"649",649,"BMARLINATL","Blue marlin Atlantic",2006,0.62,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"650",650,"BMARLINATL","Blue marlin Atlantic",2007,0.64,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"651",651,"BMARLINATL","Blue marlin Atlantic",2008,0.6,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"652",652,"BMARLINATL","Blue marlin Atlantic",2009,0.55,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"653",653,"BMARLINATL","Blue marlin Atlantic",2010,0.55,"B/Bmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"654",654,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1968,0.570496324,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"655",655,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1969,0.576286765,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"656",656,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1970,0.547702206,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"657",657,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1971,0.538602941,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"658",658,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1972,0.644852941,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"659",659,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1973,0.807904412,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"660",660,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1974,0.944761029,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"661",661,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1975,1.0921875,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"662",662,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1976,1.079044118,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"663",663,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1977,1.218566176,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"664",664,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1978,1.317279412,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"665",665,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1979,1.333731618,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"666",666,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1980,1.268382353,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"667",667,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1981,1.190165441,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"668",668,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1982,1.122886029,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"669",669,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1983,0.983823529,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"670",670,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1984,0.756709559,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"671",671,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1985,0.721691176,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"672",672,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1986,0.766084559,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"673",673,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1987,0.685845588,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"674",674,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1988,0.676286765,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"675",675,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1989,0.622518382,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"676",676,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1990,0.595220588,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"677",677,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1991,0.580606618,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"678",678,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1992,0.615165441,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"679",679,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1993,0.702297794,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"680",680,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1994,0.594117647,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"681",681,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1995,0.60625,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"682",682,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1996,0.513694853,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"683",683,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1997,0.485018382,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"684",684,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1998,0.496139706,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"685",685,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",1999,0.5671875,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"686",686,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2000,0.613786765,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"687",687,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2001,0.824724265,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"688",688,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2002,1.171139706,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"689",689,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2003,1.34375,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"690",690,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2004,1.421966912,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"691",691,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2005,1.398621324,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"692",692,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2006,1.299908088,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"693",693,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2007,1.171691176,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"694",694,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2008,1.083180147,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"695",695,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2009,1.076286765,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"696",696,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2010,1.071047794,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"697",697,"BSBASSMATLC","Black sea bass Mid-Atlantic Coast",2011,1.024356618,"B/Bmsy","Centropristis striata","Black sea bass","Mid-Atlantic Coast","black sea bass"
"698",698,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1989,1.37890214,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"699",699,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1990,1.953262013,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"700",700,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1991,1.681427569,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"701",701,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1992,1.688004209,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"702",702,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1993,1.720887408,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"703",703,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1994,1.530164854,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"704",704,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1995,1.729656261,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"705",705,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1996,1.65512101,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"706",706,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1997,2.069449316,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"707",707,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1998,2.257979656,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"708",708,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",1999,1.977376359,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"709",709,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2000,2.345668187,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"710",710,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2001,2.214135391,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"711",711,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2002,1.86338127,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"712",712,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2003,1.76253946,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"713",713,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2004,1.86995791,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"714",714,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2005,1.229831638,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"715",715,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2006,1.479743949,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"716",716,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2007,1.745001754,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"717",717,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2008,1.3723255,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"718",718,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2009,1.249561557,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"719",719,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2010,1.707734128,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"720",720,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2011,1.56085584,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"721",721,"BUTTERGOMCHATT","Atlantic butterfish Gulf of Maine / Cape Hatteras",2012,1.742809541,"B/Bmsy","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras","butterfish"
"722",722,"CODGB","Atlantic cod Georges Bank",1978,0.448173265,"B/Bmsy","Gadus morhua","Atlantic cod","Georges Bank","atlantic cod"
